,title,link_registro,Tipo,Fecha_inicio,Fecha_final,Idioma,Dedicacion,Descripcion,Audiencia,Costos,sector_lista,tema_lista,competencias_lista
30,How does citizen participation contribute to government climate agendas? | BID | Curso AUTOGUIADO,https://indesvirtual.iadb.org/course/view.php?id=1801,SELF-PACED,4/11/2023,12/31/2023,Inglés,4 hours for 6 weeks,"The course How does citizen participation contribute to government climate agendas? demonstrates that climate actions are greatly enhanced when effective links are established between the different actors of development and consideration is given to the criteria of accessibility, sustainability, relevance, gender equality and social equity. The participant will have 60 days from their enrollment in the course to complete all modules and access the certification.
",,"• Average cost: US$ 500. The course is offered at no cost, with financing from the IDB Group.","[Agricultura y Desarrollo Social, Energía, Medioambiente y desastres naturales, Turismo sostenible, Agua y Saneamiento]",[Economía y Desarrollo],"[Pensamiento crítico, analítico y creativo, Efectividad en el Desarrollo, Comunicación efectiva, Sostenibilidad ambiental, Conciencia global; diversidad e inclusión, Estrategias de gestión, Gestión de proyectos, Gestión de riesgos]"
31,¿Cómo la participación ciudadana contribuye con las agendas climáticas de los gobiernos? | BID | Curso AUTOGUIADO,https://indesvirtual.iadb.org/course/view.php?id=1509,SELF-PACED,4/11/2023,12/31/2023,Español,4 horas por 6 semanas,"El curso ¿Cómo la participación ciudadana contribuye con las agendas climáticas de los gobiernos? mostrará que las acciones para enfrentar el cambio climático se potencian mediante un vínculo efectivo entre los diferentes actores involucrados en el desarrollo de un país y con atención a criterios de accesibilidad, sostenibilidad, pertinencia, igualdad de género y equidad social. El participante contará con 60 días a partir de su registro en el curso para completar todos los módulos y acceder a la certificación.
",,"• Valoración promedio: $500 USD
* Curso ofrecido de manera gratuita, financiado por el Grupo BID","[Agricultura y Desarrollo Social, Energía, Medioambiente y desastres naturales, Turismo sostenible, Agua y Saneamiento]",[Economía y Desarrollo],"[Pensamiento crítico, analítico y creativo, Efectividad en el Desarrollo, Comunicación efectiva, Sostenibilidad ambiental, Conciencia global; diversidad e inclusión, Estrategias de gestión, Gestión de proyectos, Gestión de riesgos]"
32,Big Data sin Misterios | BID | MOOC,https://www.edx.org/es/course/big-data-sin-misterios?utm_campaign=idbx&utm_medium=partner-marketing&utm_source=display&utm_content=big_data_web_indes,MOOC,2/16/2023,12/31/2023,Español,"4,5 horas por 10 semanas","Hoy, parece que se está hablando de “Big Data” por todas partes. Pero ¿qué tan importante o relevante es esto y qué oportunidades ofrece para las organizaciones y nuestros países? ¡Inscríbete al MOOC “Big Data sin misterios” y descubre las respuestas a estas preguntas! 

La revolución de los datos implica contar con un gran volumen de datos, pero también contar con nuevos tipos de datos. Gran parte de la población mundial, así como las máquinas, se encuentran conectadas a Internet mediante dispositivos: celulares, computadores, sensores... Sin embargo, ¿estamos aprovechando el potencial de todos estos datos para tomar mejores decisiones? ¿Estamos generando valor a partir de ellos? Big Data supone un cambio de paradigma que se refiere tanto a los datos masivos como a las técnicas y tecnologías para su recopilación y análisis; con el fin de detectar patrones, aprender de la experiencia y predecir situaciones futuras para tomar decisiones estratégicas.

“Big Data sin misterios” te mostrará las ventajas de utilizar Big Data, la analítica avanzada y la inteligencia artificial, tanto en el sector público, como en el sector privado. El curso te proporcionará, mediante videos y lecturas, fundamentos teóricos, metodologías y ejemplos de casos reales de uso. También tendrás la oportunidad de rendir actividades evaluadas para que puedas poner a prueba lo aprendido. 
 
¡Asume este reto y desvela los misterios del Big Data! ",Sin pre-requisitos,"Costo: ninguno para registrarse al curso, participar y acceder a los materiales. 
Certificado: Si deseas obtener un certificado y acceder a las actividades evaluadas, el costo es US$ 25","[Empresa Privada y Desarrollo de las PYMES, Reforma / Modernización del Estado, Ciencia y Tecnología, Investigación Social]","[Desarrollo de instituciones, Sector Privado y Finanzas]","[Pensamiento crítico, analítico y creativo, Efectividad en el Desarrollo, Planeación & Organización, Análisis de Problemas \xa0& Síntesis, Solución de Problemas & Innovación, Fluidez tecnológica]"
33,"Civil society, extractive industries and governments driving development | BID | Curso AUTOGUIADO",https://indesvirtual.iadb.org/course/view.php?id=1644,SELF-PACED,2/15/2023,12/31/2023,Inglés,4 hours for 6 weeks,"The course ""Civil society, extractive industries and governments driving development"" teaches a methodology with applicable tools, based on best development practices for an effective engagement among industries, communities and governments. This training is the result of the findings of the regional diagnosis “Extractive sector and civil society: when the work of communities, governments and industries is synonymous with development .” This knowledge will allow participants to understand and replicate development and territorial growth opportunities that respect the environment. The training teaches how to improve implementation of initiatives and projects, and helps to understand government frameworks and initiatives designed to ensure the sustainability of highly complex operations. • You will have 60 days to complete all units of this training and acquire the certificate, starting on the date of your registration.
",,"• Average value: $500 USD
• Training offered for free, funded by the IDB Group",[Industria],[Economía y Desarrollo],"[Pensamiento crítico, analítico y creativo, Efectividad en el Desarrollo, Comunicación efectiva, Sostenibilidad ambiental, Conciencia global; diversidad e inclusión, Estrategias de gestión, Gestión de proyectos, Gestión de riesgos]"
34,"Sociedad civil, industrias extractivas y gobiernos impulsando desarrollo | BID | Curso AUTOGUIADO",https://indesvirtual.iadb.org/course/view.php?id=1546,SELF-PACED,2/15/2023,12/31/2023,Español,4 horas por 6 semanas,"El curso ""Sociedad civil, industrias extractivas y gobiernos impulsando desarrollo"", permite conocer una metodología con herramientas aplicables, basada en buenas prácticas de desarrollo gracias a un relacionamiento efectivo entre industrias, comunidades y gobiernos. Este entrenamiento es fruto de los hallazgos de un diagnóstico regional publicado como: “Sector extractivo y sociedad civil: cuando el trabajo de comunidades, gobiernos e industrias es sinónimo de desarrollo”. Este conocimiento permite así conocer y replicar oportunidades de desarrollo y crecimiento territorial en respeto del ambiente; mejorar la implementación de iniciativas y proyectos; y entender marcos e iniciativas gubernamentales para la sostenibilidad de operaciones de alta complejidad. • Usted contará con 60 días a partir de su registro en el curso para completar todos los módulos y acceder a la certificación.
",,"• Valoración promedio: $500 USD
* Curso ofrecido de manera gratuita, financiado por el Grupo BID",[Industria],[Economía y Desarrollo],"[Pensamiento crítico, analítico y creativo, Efectividad en el Desarrollo, Comunicación efectiva, Sostenibilidad ambiental, Conciencia global; diversidad e inclusión, Estrategias de gestión, Gestión de proyectos, Gestión de riesgos]"
35,PM4R Professional | BID | Curso tutorizado,https://view.genial.ly/603d65877d3dcf0d31f98e95/interactive-content-mapa-de-ep,,,,,55hrs / 7 Semanas,"Orientado a los equipos constituidos por los miembros de las agencias ejecutoras de proyectos financiados por el BID. Para personas o equipos de proyectos externos al BID, a continuación podrá ver la información de nuestras empresas afiliadas y sus datos de contacto (Education Providers). Podrá contactar con ellos para cualquier duda respecto a la impartición del curso.
El programa está dirigido a equipos de proyecto y, por ende, la inscripción debe realizarse por equipos, no de forma individual. El curso de capacitación Certificación PM4R fue diseñado y organizado por el Banco Interamericano de Desarrollo (BID) como parte de la iniciativa de Gestión de Proyectos para Resultados (PM4R), orientado a mejorar las competencias en gestión de proyectos de los equipos constituidos por los miembros de las agencias ejecutoras y miembros de los órganos de enlace.
Se espera que esta capacitación fortalezca tus facultades de planificación y gerencia de proyectos y las de tu equipo. Con ello se busca que los programas bajo tu responsabilidad se ejecuten con un enfoque en resultados y considerando los riesgos identificados a través de la aplicación de prácticas y herramientas probadas de la gestión de proyectos.
El curso costa de una fase virtual de 7 semanas integrada por 5 módulos de aprendizaje. Éstos, a su vez, se estructuran en unidades, cuyos contenidos se refuerzan con una serie de actividades individuales y grupales que realizarás con el acompañamiento de un tutor. Una vez completada esta fase virtual, cada equipo deberá preparar un trabajo final sobre temas prácticos abordados durante el curso. El componente virtual puede complementarse con dos talleres presenciales, uno al comienzo y otro al final, si así lo decide tu equipo con el tutor.
Al finalizar el curso, los participantes deberían ser capaces de: Identificar los Siete (7) Pasos de la Metodología del PM4R. Explicar los diferentes procesos para el desarrollo de los Siete (7) Pasos de la metodología del PM4R. Aplicar los Siete (7) Pasos de la Metodología del PM4R en la gestión de sus proyectos de desarrollo. Demostrar un compromiso personal para lograr los objetivos del equipo.

","Los miembros de unidades ejecutoras de proyectos de la cartera del BID, tienen la posibilidad de realizar las tres certificaciones de PM4R, Professional, Leadership y Agile, orientados a mejorar las competencias en gestión de proyectos de los equipos constituidos por agencias ejecutoras y miembros de los órganos de enlace.  Si está interesado en realizar alguna de las tres certificaciones para mejorar las competencias en gestión de proyectos en su proyecto, por favor, comuníquese con el jefe de proyecto, para trasladar a través del jefe de operaciones la solicitud de capacitación en alguna de las metodologías de PM4R,

En caso de ser una persona o institución externa al BID, y desea realizar este curso, por favor, contacte con alguno de nuestros Education Providers con los que podrá coordinar la impartición del curso. ","Gratuito para empleados y para las agencias ejecutoras de proyectos de la cartera del BID. Si es una empresa ajena al BID, el costo del curso debe ser concretado con alguno de nuestros Education Providers.",[Reforma / Modernización del Estado],"[Desarrollo de instituciones, Infraestructura, Desarrollo Social]","[Estrategias de gestión, Planeación & Organización, Etica Profesional, Gestión de proyectos, Gestión de recursos, Gestión para resultados, Gestión de riesgos]"
36,PM4R Agile | BID | Curso tutorizado,https://view.genial.ly/603d65877d3dcf0d31f98e95/interactive-content-mapa-de-ep,,,,,30hrs / 5 Semanas,"El curso de capacitación PM4R Agile para la Gestión de Proyectos de Desarrollo fue diseñado y organizado por el Instituto Interamericano para el Desarrollo Económico y Social (INDES) como parte de la iniciativa en Gestión de Proyectos para Resultados (PM4R por sus siglas en inglés) del Banco Interamericano de Desarrollo (BID) orientada a mejorar las competencias de los equipos ejecutando proyectos de desarrollo e impacto social.  
Se espera que los beneficiarios de esta capacitación fortalezcan sus facultades para la planificación y la gerencia de proyectos. Con ello se busca que los programas o los proyectos bajo su responsabilidad se ejecuten con un enfoque en resultados y considerando la aplicación de prácticas y herramientas probadas de la gestión ágil de proyectos. 
El curso comienza con un webinar de Inicio y actividades preliminares, y luego continúa con una fase virtual de 5 semanas integrada por 5 pasos de aprendizaje. Éstos, a su vez, se estructuran en unidades, cuyos contenidos se refuerzan con una serie de actividades individuales y grupales, de carácter obligatorio, que los participantes realizarán con el acompañamiento de un tutor. Una vez completada esta fase virtual, cada equipo deberá preparar un trabajo grupal, que deberá presentarse en la última semana del curso. 
El Banco Interamericano de Desarrollo (BID) como parte de su práctica de “conocimiento abierto” pone a disposición sin costo a las personas interesadas en realizar un curso de PM4R (Project Management for Results) los materiales, la metodología y la plataforma tecnológica del curso (aula virtual) asi como el listado de trainers certificados.
Education Providers (EP)
A continuación podrá ver la información de nuestras empresas afiliadas y sus datos de contacto. Podrá contactar con ellos para cualquier duda respecto a la impartición del curso.
Objetivos
Al finalizar el curso, los participantes deberían ser capaces de:

Identificar los Cinco (5) Pasos de la Metodología del PM4R Agile.
Explicar los diferentes procesos para el desarrollo de los Cinco (5) Pasos de la Metodología del PM4R Agile.
Aplicar los Cinco (5) Pasos de la Metodología del PM4R Agile en la gestión de sus proyectos de desarrollo.
Demostrar un compromiso personal para lograr los objetivos del equipo.


","Si su institución o equipo de proyecto desea realizar este curso, por favor, contacte con alguno de nuestros Education Providers con los que podrá coordinar la impartición del curso. ","Si su institución o equipo de proyecto desea realizar este curso, por favor, contacte con alguno de nuestros Education Providers con los que podrá coordinar la impartición del curso. ",[Reforma / Modernización del Estado],"[Desarrollo de instituciones, Infraestructura, Desarrollo Social]","[Estrategias de gestión, Planeación & Organización, Etica Profesional, Gestión de proyectos, Gestión de recursos, Gestión para resultados, Gestión de riesgos]"
37,PM4R Leadership | BID | Curso tutorizado,https://view.genial.ly/603d65877d3dcf0d31f98e95/interactive-content-mapa-de-ep,,,,,50 horas / 7 Semanas,"El programa está dirigido a equipos de proyecto y, por ende, la inscripción debe realizarse por equipos, no de forma individual. El curso de capacitación Liderazgo en la Gestión de Proyectos se ofrece como parte de la iniciativa en Gestión de Proyectos para Resultados (PM4R por sus siglas en inglés) del Banco Interamericano de Desarrollo (BID) orientada a mejorar las competencias de los equipos de proyectos constituidos por los miembros de las agencias ejecutoras, Staff del BID y miembros de los órganos de enlace.
A lo largo de este curso, se propondrá un proceso de reflexión, aprendizaje y práctica orientado a fortalecer las habilidades interpersonales necesarias para abordar efectivamente los desafíos de comunicación, negociación y liderazgo que a los participantes se les presentan en cada una de las etapas de la gestión de un proyecto de desarrollo.
Los objetivos del curso son:
Mejorar la implementación del Plan del Proyecto (PEP/POA) de los diferentes equipos que están ejecutando proyectos de desarrollo, mediante el fortalecimiento de sus conocimientos y el desarrollo de sus habilidades interpersonales para encarar los retos de comunicación, negociación y liderazgo presentes en la gestión de proyectos de desarrollo.
Al finalizar el curso, los participantes deberían ser capaces de: Desarrollar una estrategia de comunicación, teniendo en cuenta las características de los actores clave y el contexto del proyecto de desarrollo; Preparar y conducir una negociación de manera racional y efectiva; y Comunicarse para el ejercicio efectivo de la influencia en la implementación del plan del proyecto.
Education Providers (EP)
A continuación podrá ver la información de nuestras empresas afiliadas y sus datos de contacto. Podrá contactar con ellos para cualquier duda respecto a la impartición del curso.

","Si su institución o equipo de proyecto desea realizar este curso, por favor, contacte con alguno de nuestros Education providers con los que podrá coordinar la impartición del curso. ",Concretar con el trainer.,[Reforma / Modernización del Estado],[Desarrollo de instituciones],[Gestión de proyectos]
38,Sistema de Gestión Ambiental y Social: Una oportunidad de negocio | BID | Curso AUTOGUIADO,https://indesvirtual.iadb.org/course/view.php?id=1319,SELF-PACED,1/3/2023,12/31/2023,Español,1 Hora,"Este curso funciona como una guía para la integración de prácticas ambientales y sociales dentro de la gestión de riesgo de las instituciones financieras, particularmente para aquellas categorizadas como IF-3. El curso busca identificar la importancia de integrar aspectos ambientales y sociales no solo como elemento de cumplimiento, pero sobre todo, como elemento de valor para la Instituciones Financieras y sus clientes.",,Sin costo.,[Empresa Privada y Desarrollo de las PYMES],[Desarrollo Social],[Gestión de riesgos]
39,Cartografía y Geografía Estadística | BID | Curso AUTOGUIADO,,SELF-PACED,10/3/2023,11/13/2023,Español,Un promedio de 5 y 6 horas por semana ,"La geografía y la cartografía juegan un papel fundamental como base para la construcción de estadísticas de calidad. Constituyen también una de las bases para los Sistemas Nacionales de Información y, por ende, para la toma de decisiones. En los países más desarrollados, la cartografía con fines estadísticos constituye el centro de la producción de datos. En cambio, en aquellos países con menores niveles de desarrollo, se requiere del fortalecimiento de sus áreas de geografía para poder garantizar resultados de excelencia.  
En los momentos actuales, la geografía y la cartografía han adquirido particular relevancia por la creciente necesidad de vincular la información geográfica y los datos estadísticos, propiciando una mayor demanda de datos estadísticos georreferenciados. Por otra parte, la riqueza de avances tecnológicos y experiencias internacionales pueden brindar apoyo a los países que enfrentan la planificación de la generación de sus estadísticas, principalmente, de sus procesos censales de la ronda vigente.   
A lo largo del curso, se pretende que el participante logre alcanzar niveles de profundidad no solo en el conocimiento de los temas más relevantes en este campo de estudio, sino que también en la aplicación de algunos de ellos. El curso abarca los aspectos más generales y aquellos más específicos en cartografía y geografía estadística.  
El curso pretende brindar a los participantes la posibilidad de ampliar y fortalecer sus conocimientos acerca de las técnicas, los procesos y las prácticas empleados en la región. 
",,Este curso es gratuito.,[Reforma / Modernización del Estado],[Desarrollo de instituciones],"[Diseño de Políticas Públicas, Fluidez tecnológica]"
40,Indicios y señales para la toma de decisiones en la gestión del desarrollo | BID | Curso tutorizado,https://indesvirtual.iadb.org/course/view.php?id=2675,,,,,8 horas por 3.5 semanas,"Una buena gestión de las iniciativas de promoción del desarrollo requiere de la puesta en marcha de estrategias evolutivas, basadas en ensayar las cosas y aprender rápidamente sobre sus resultados. La herramienta para poder hacer esto es el proceso de monitoreo y evaluación a cargo de los propios gestores que implementan la intervención. 
Sin embargo, en el campo de la gestión de iniciativas para el desarrollo, conceptos como observación, seguimiento o detección, expresan metáforas que provienen de otros campos de la realidad: ninguno de losnfenómenos que buscamos referir, esto es, los “resultados para el desarrollo”, son susceptibles de verse ni de seguirse tal como uno hace con cosas más concretas. Adquiere entonces relevancia la competencia gerencial para analizar un resultado o fenómeno determinado cuya consecución desea medirse, para primero desagregarlo en dimensiones más concretas y luego construir para ellas distintos indicadores observables, capaces de expresarla. 
Al finalizar el curso-taller el participante habrá desarrollado o perfeccionado la competencia para examinar un resultado o fenómeno a lograr con un proyecto de promoción del desarrollo, con el fin de desagregarlo analíticamente y construir indicadores prácticos y económicos, capaces de medir con alguna frecuencia el avance de sus niveles de concreción. Además, quien culmine el curso-taller contará con un análisis profundo de lo que podría ser ese proceso de identificación de indicadores sobre la iniciativa de su interés. Ello será el fruto de haber discutido y analizado con el profesor del curso-taller y con sus colegas esa iniciativa. 
Como parte de los productos de aprendizaje del portafolio de AcademiaBID, los cursos tutorizados, a diferencia de los cursos autoguiados o los masivos, son impartidos por una/s persona/s experta/s en la materia con experiencia demostrada en la enseñanza en línea. A lo largo de las semanas de duración del curso, los/las participantes tienen numerosas oportunidades de interacción con el equipo docente y compañeros/as, lo que contribuye a una experiencia de aprendizaje más eficaz. Las tareas y otras actividades de aprendizaje serán revisadas por el equipo docente asignado, quienes estarán brindando comentarios personalizados.","El curso-taller está destinado a profesionales que tengan interés en mejorar el diseño, la implementación, el monitoreo o la evaluación de alguna intervención o proyecto de promoción del desarrollo. Al igual que otras propuestas del Programa Efectividad en el Desarrollo, la finalidad del curso-taller es que los participantes adquieran o fortalezcan un conjunto de conceptos y metodologías que se juzgan cruciales al momento de ejercer una gestión centrada en el logro de resultados para el desarrollo.","El precio de la matricula será de USD $30 si se abona un mes antes del inicio del curso. Si se abona después de esa fecha, el precio será de USD $60.
El Instituto Interamericano para el Desarrollo Económico y Social (INDES), forma parte del Banco Interamericano de Desarrollo (BID), y su misión es contribuir a fortalecer los conocimientos y habilidades de los públicos estratégicos de la región, con el fin de promover el desarrollo económico y social de América Latina y el Caribe; por ello, cada matrícula de nuestros cursos es subsidiada entre 80% y 95% con recursos propios del BID.",[Reforma / Modernización del Estado],"[Gestión del riesgo ambiental y social, Desarrollo Social, Desarrollo sostenible]","[Pensamiento crítico, analítico y creativo, Diseño de Políticas Públicas, Gestión del riesgo social y ambiental, Estrategias de gestión, Planeación & Organización, Gestión de proyectos, Gestión para resultados]"
41,"Coordinación de políticas públicas, sus estrategias y herramientas eficaces | BID | Curso tutorizado",https://indesvirtual.iadb.org/course/view.php?id=2670,,,,,55 horas en 5.5 semanas,"NOTA IMPORTANTE. LEA DETENIDAMENTE ANTES DE COMPLETAR SU MATRICULACIÓN:
Está usted matriculándose al curso anteriormente titulado ""Fortalecimiento de la gestión: Coordinación e Intersectorialidad en la gestión de las políticas públicas"". Si usted ya ha realizado ese curso, por favor no continúe con el proceso de inscripción, ya que se trata del mismo curso. 
Los análisis de políticas públicas coinciden en señalar que los países latinoamericanos han mantenido históricamente una fuerte tendencia hacia la centralización en la formulación de las políticas de gobierno. No obstante, en el último cuarto de siglo, tanto las transformaciones económicas a nivel mundial como los cambios políticos de la transición democrática, contribuyeron a la transformación de los diferentes regímenes impulsando procesos de descentralización y desconcentración. Las nuevas condiciones del contexto impactan fuertemente en el rol de los niveles intermedios en el gobierno, en general, y de las instancias subnacionales en la gestión de las políticas públicas, en particular. A medida que los procesos de descentralización se profundizan, surgen problemas vinculados a la escasa articulación de las políticas públicas y de las instancias de gobierno involucradas y a la baja capacidad de cooperación entre diferentes actores y niveles de gobierno.
 
Como parte de los productos de aprendizaje del portafolio de AcademiaBID, los cursos tutorizados, a diferencia de los cursos autoguiados o los masivos, son impartidos por una/s persona/s experta/s en la materia con experiencia demostrada en la enseñanza en línea. A lo largo de las semanas de duración del curso, los/las participantes tienen numerosas oportunidades de interacción con el equipo docente y compañeros/as, lo que contribuye a una experiencia de aprendizaje más eficaz. Las tareas y otras actividades de aprendizaje serán revisadas por el equipo docente asignado, quienes estarán brindando comentarios personalizados.
","Los participantes deberán: a) tener estudios superiores concluidos y b) ejercer responsabilidad gerencial sobre la ejecución de programas sociales a nivel regional, provincial, local o municipal. Los participantes pueden provenir de instituciones públicas (incluidas las de nivel central y nacional, siempre que la responsabilidad de la persona se concentre en la ejecución de programas en el nivel local o regional), gobiernos regionales o provinciales, gobiernos locales o municipales u organismos no gubernamentales.","El precio de la matricula será de USD $30 si se abona antes del 21 de agosto de 2023. Si se abona después de esa fecha, el precio será de USD $100. El Instituto Interamericano para el Desarrollo Económico y Social (INDES), perteneciente al Banco Interamericano de Desarrollo (BID), tiene como misión contribuir al fortalecimiento de conocimientos y habilidades de públicos estratégicos de la región, necesarios para promover el desarrollo económico y social de América Latina y del Caribe, por este motivo cada matrícula de nuestros cursos está subsidiada entre un 80% y 95% por recursos propios del BID.",[Reforma / Modernización del Estado],[Desarrollo de instituciones],"[Efectividad en el Desarrollo, Gestión organizacional, Planeación & Organización, Análisis de Problemas \xa0& Síntesis, Solución de Problemas & Innovación, Gestión de proyectos, Gestión para resultados]"
42,Environmental and Social Performance Standard 5 on Land Acquisition and Involuntary Resettlement | BID | Curso AUTOGUIADO,,SELF-PACED,5/1/2023,8/30/2023,Inglés,1 hour,"The environmental and social context of the Latin American and Caribbean region has evolved since the Inter-American Development Bank’s (IDB) safeguard policies were developed more than 15 years ago. The Environmental and Social Policy Framework modernizes many of the requirements of those safeguards policies into a comprehensive and consolidated framework that responds better to the environmental and social challenges facing our countries: social inequality, climate change, and the depletion of natural capital. In turn, the new Framework emerges as an opportunity to improve, update, and harmonize environmental and social standards within the IDB group and with other multilateral organizations, so that the borrower must always abide by similar requirements.   

The effects of a poorly designed and executed resettlement process are the most negative and consequential impacts that a community, a household, or an individual can suffer. Fortunately, the IDB has extensive understanding and examples of good practices and lessons learned for managing the risks and impacts associated with land acquisition and involuntary resettlement. The IDB course on the Environmental and Social Performance Standard (NDAS) 5 invites you to learn about it and explore some cases in which its activation is required. We hope you enjoy learning. ",,Course valued at $50. Offered by IDB for free.  ,[Medioambiente y desastres naturales],[Gestión del riesgo ambiental y social],[Gestión del riesgo social y ambiental]
43,Norma de Desempeño Ambiental y Social 5: Adquisición de tierras y reasentamiento involuntario | BID | Curso AUTOGUIADO,,SELF-PACED,5/1/2023,8/30/2023,Español,1 hora,"El contexto ambiental y social de la región de América Latina y el Caribe ha evolucionado desde que se desarrollaron las políticas de salvaguardias del Banco Interamericano de Desarrollo (BID), hace más de 15 años.  El Marco de Política Ambiental y Social moderniza muchos de los requisitos de esas políticas de salvaguardias en un marco integral y consolidado que responde mejor a los desafíos ambientales y sociales que enfrentan nuestros países: la desigualdad social, el cambio climático y el agotamiento del capital natural. A su vez, el nuevo Marco surge como una oportunidad de mejora, actualización y armonización de las normas ambientales y sociales dentro del grupo BID y con otros organismos multilaterales, de forma que el prestatario debe atenerse siempre a requisitos semejantes.   
Los efectos de un proceso de reasentamiento mal diseñado y ejecutado son los impactos más negativos y consecuentes que puede sufrir una comunidad, un hogar o una persona. Afortunadamente, El BID cuenta con amplia comprensión y con ejemplos de buenas prácticas y lecciones aprendidas para la gestión de los riesgos e impactos asociados con la adquisición de tierras y el reasentamiento involuntario. El curso del BID sobre la Norma de Desempeño Ambiental y Social (NDAS) 5 lo invita a conocerla y explorar algunos casos en los que se requiere su activación. Esperamos que disfrute aprendiendo.  
",,Valoración en 100$. Curso ofrecido de manera gratuita por el grupo BID,[Agricultura y Desarrollo Social],[Gestión del riesgo ambiental y social],[Gestión del riesgo social y ambiental]
44,Hydro-BID: Herramienta para el manejo y planificación del recurso hídrico en América Latina y el Caribe | BID | Curso tutorizado,,,,,,6 h/ 4 semanas más 2 semanas para concluir actividades,"La división de Agua y Saneamiento del BID, ha creado un curso online para ti, titulado “Hydro-BID: Herramienta para el manejo y planificación del recurso hídricos en América Latina y el Caribe” con el objetivo de que aprendas a usar el modelo computacional Hydro-BID. El curso te permitirá obtener los conocimientos básicos necesarios para realizar simulaciones hidrológicas tanto a nivel de cuenca como sub-cuenca y calcular el balance hídrico de las mismas, así como entender los módulos de cambio climático y embalses. Al final del curso podrás utilizar Hydro-BID para la planificación estratégica de los recursos hídricos de una región, una cuenca o una sub-cuenca.

¿Qué aprenderás?

Utilizar los conceptos básicos y algunas herramientas de la gestión de recursos hídricos, así como la base de hidrográfica analítica para América Latina y el Caribe (ADH-LAC);
Navegar en el sistema, realizar una simulación, interpretar los resultados e interpolar los datos climáticos con HYDRO-BID;
Calibrar el modelo HYDRO-BID e interpretar los resultados de la calibración;
Explicar cómo y para qué se usan las aplicaciones más importantes del modelo HYDRO-BID: el módulo de cambio climático y el módulo de embalses.

","Este curso está diseñado para personas con titulación en hidrología o similar y que tengan manejo de las herramientas GIS.
Para participar en este curso y poder entender los contenidos se debe cumplir los siguientes requisitos: 
Conocimientos básicos de computación y Microsoft Office.
Dominio de software de Sistemas de Información Geográfica (SIG) preferentemente QGIS. 
Conocimiento y uso de al menos una herramienta computacional para el modelamiento hidrológico. 
Si no cuenta con estos conocimientos previos puede que el aprovechamiento del curso sea menos eficiente e incluso que le sea difícil de entender algunos materiales del curso.","1. El precio de la matrícula del curso asciende a $USD50, y deben ser abonados a través de Stripe siendo este el único método de pago admitido para realizar el curso. Para ello, haga clic sobre la imagen ""Pague con Stripe"".

2. Si tiene cualquier problema para realizar el pago, por favor, escriba un correo a la cuenta idbx@iadb.org indicando en el asunto PAGO HYDROBID y si usted ha hecho el pago por otro compañero/a, por favor escríbanos indicándonoslo a esta cuenta de correo.

","[Energía, Agua y Saneamiento]","[Desarrollo de instituciones, Infraestructura]","[Pensamiento crítico, analítico y creativo, Sostenibilidad ambiental, Análisis de Problemas \xa0& Síntesis, Solución de Problemas & Innovación]"
45,Imprevistos e incertidumbre: manejo de riesgos en la gestión del desarrollo | BID | Curso tutorizado,https://indesvirtual.iadb.org/course/view.php?id=2673,,,,,72 horas en 6.5 semanas,"Curso anteriormente conocido como Gestión de riesgos en el Desarrollo. Este tercer curso del Programa de Efectividad en el Desarrollo apunta a dotar a los gestores de iniciativas de desarrollo de algunas aptitudes útiles para lidiar con las incertidumbres del entorno. Se buscará desarrollar una mirada comprensiva del contexto y a plasmarla en procesos de trabajo capaces de apoyar a los equipos gestores en sortear los obstáculos que amenazan el logro de los resultados esperados.
Como parte de los productos de aprendizaje del portafolio de AcademiaBID, los cursos tutorizados, a diferencia de los cursos autoguiados o los masivos, son impartidos por una/s persona/s experta/s en la materia con experiencia demostrada en la enseñanza en línea. A lo largo de las semanas de duración del curso, los/las participantes tienen numerosas oportunidades de interacción con el equipo docente y compañeros/as, lo que contribuye a una experiencia de aprendizaje más eficaz. Las tareas y otras actividades de aprendizaje serán revisadas por el equipo docente asignado, quienes estarán brindando comentarios personalizados.
","Durante este curso se utilizará la metodología de los modelos lógicos aplicados a iniciativas de desarrollo, que suele denominarse ""enfoque de marco lógico"" de un proyecto, ""teorías del cambio"" o ""cadenas causales"". Una vez que se hayan matriculado, aquellos participantes que lo requieran podrán acceder a material de apoyo sobre esa metodología de modelos lógicos.","El precio de la matrícula es de USD $120, si se abona un mes antes del inicio del curso se recibirá un descuento del 50%, es decir usted pagará USD$ 60. Después esa fecha el precio volverá a ser de USD$ 120.
El Instituto Interamericano para el Desarrollo Económico y Social (INDES), forma parte del Banco Interamericano de Desarrollo (BID), y su misión es contribuir a fortalecer los conocimientos y habilidades de los públicos estratégicos de la región, con el fin de promover el desarrollo económico y social de América Latina y el Caribe; por ello, cada matrícula de nuestros cursos es subsidiada entre 80% y 95% con recursos propios del BID.",[Integración Regional],"[Desarrollo de instituciones, Desarrollo Social]","[Pensamiento crítico, analítico y creativo, Efectividad en el Desarrollo, Análisis de Problemas \xa0& Síntesis, Solución de Problemas & Innovación, Gestión de proyectos, Gestión para resultados, Gestión de riesgos]"
